,,,,,,,"annotation layer, embedded in images",
2301.04817,18,uri:{https://doi.org/10.1007/978-3-319-70697-9_14},https://doi.org/10.1007/978-3-319-70697-9_14,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2301.04817,17,uri:{https://doi.org/10.1007/978-3-030-32101-7_2},https://doi.org/10.1007/978-3-030-32101-7_2,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2301.04846,6,uri:{http://categoricaldata.net},http://categoricaldata.net,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,,
2301.04846,1,uri:{http://categoricaldata.net},http://categoricaldata.net,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,,
2301.04846,13,,http://cseweb.ucsd.edu/~goguen/pps/iﬁ04.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with unicode characters, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2301.04846,13,,http://arxiv.org/abs/1503.03571,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2301.11535,6,uri:{https://dot.ca.gov/programs/traffic-operations/mpr/pems-source},https://dot.ca.gov/programs/traffic-operations/mpr/pems-source,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, split across pages",,
2301.11535,6,uri:{https://archive.ics.uci.edu/ml/datasets/PEMS-SF},https://archive.ics.uci.edu/ml/datasets/PEMS-SF,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",split across pages,,
2301.11535,6,uri:{http://www.timeseriesclassification.com/description.php?Dataset=ECG5000},http://www.timeseriesclassification.com/description.php?Dataset=ECG5000,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, split across pages",,
2301.11535,6,uri:{http://www.nrel.gov/grid/solar-power-data.html},http://www.nrel.gov/grid/solar-power-data.html,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",split across pages,,
2301.11580,18,uri:{https://doi.org/10.48550/arXiv.2012.02916},https://doi.org/10.48550/arXiv.2012.02916,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2301.11580,18,uri:{https://doi.org/10.48550/arXiv.2002.10627},https://doi.org/10.48550/arXiv.2002.10627,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2301.11580,18,uri:{https://doi.org/10.48550/arXiv.1911.05788},https://doi.org/10.48550/arXiv.1911.05788,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2301.11580,18,uri:{https://doi.org/10.1609/aaai.v34i02.5609},https://doi.org/10.1609/aaai.v34i02.5609,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2301.11580,18,uri:{https://doi.org/10.1016/j.jet.2006.06.006},https://doi.org/10.1016/j.jet.2006.06.006,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2301.11580,18,uri:{https://doi.org/10.1007/s00373-011-1040-3},https://doi.org/10.1007/s00373-011-1040-3,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2301.13185,3,uri:{https://www.gurobi.com/},https://www.gurobi.com/,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in footnotes,,
2301.13185,5,uri:{https://github.com/tudelft-cda-lab/OMDT},https://github.com/tudelft-cda-lab/OMDT,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2301.13185,10,uri:{https://github.com/paulhendricks/gym-inventory/tree/master},https://github.com/paulhendricks/gym-inventory/tree/master,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2301.13185,10,uri:{https://github.com/openai/gym/blob/master/gym/envs/toy_text/frozen_lake.py},https://github.com/openai/gym/blob/master/gym/envs/toy_text/frozen_lake.py,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in footnotes, split across lines",,
2301.13185,10,uri:{https://gist.github.com/iiLaurens/ba9c479e71ee4ceef816ad50b87d9ebd},https://gist.github.com/iiLaurens/ba9c479e71ee4ceef816ad50b87d9ebd,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in footnotes, split across lines",,
2301.13185,10,uri:{http://users.cecs.anu.edu.au/~ssanner/IPPC_2011/},http://users.cecs.anu.edu.au/~ssanner/IPPC_2011/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain, URLs with trailing slashes, URLs with unicode characters",embedded in footnotes,,
2302.00836,5,uri:{https://doi.org/10.1109/ICASSP39728.2021.9414778},https://doi.org/10.1109/ICASSP39728.2021.9414778,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
2302.00836,5,uri:{http://arxiv.org/abs/2201.02419},http://arxiv.org/abs/2201.02419,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.00836,5,uri:{http://arxiv.org/abs/2006.11477},http://arxiv.org/abs/2006.11477,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
2302.00836,,,http://www.livac.org/yueqie/,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2302.00836,,,https://huggingface.co/datasets/mozilla-foundation/common_voice_9_0,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in footnotes, split across lines",,
2302.00836,,,https://github.com/chinese-opendesktop/cin-tables,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
2302.00836,,,https://dumps.wikimedia.org/zh_yuewiki,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,,
2302.01496,5,uri:{https://cloud.google.com/tpu/docs},https://cloud.google.com/tpu/docs,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.01496,5,uri:{https://blog.youtube/press/},https://blog.youtube/press/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,
2302.01496,5,uri:{https://ai.google/principles/},https://ai.google/principles/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,
2302.01496,1,uri:{http://arxiv.org/abs/2302.01496v1},http://arxiv.org/abs/2302.01496v1,Header,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
2302.01496,5,,https://cdn.openai.com/papers/whisper.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.01959,5,uri:{mailto:lgmac@quim.ucm.es},mailto:lgmac@quim.ucm.es,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",embedded in references,,
2302.01959,5,uri:{https://doi.org/https://doi.org/10.1016/j.chaos.2022.112778},https://doi.org/https://doi.org/10.1016/j.chaos.2022.112778,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/http://dx.doi.org/10.1063/1.435301},https://doi.org/http://dx.doi.org/10.1063/1.435301,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/http://dx.doi.org/10.1016/j.cis.2013.11.003},https://doi.org/http://dx.doi.org/10.1016/j.cis.2013.11.003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1142/S0218127409024505},https://doi.org/10.1142/S0218127409024505,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1126/science.270.5239.1177},https://doi.org/10.1126/science.270.5239.1177,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/RevModPhys.57.827},https://doi.org/10.1103/RevModPhys.57.827,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevMaterials.3.085605},https://doi.org/10.1103/PhysRevMaterials.3.085605,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevLett.95.244505},https://doi.org/10.1103/PhysRevLett.95.244505,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevLett.93.086104},https://doi.org/10.1103/PhysRevLett.93.086104,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,6,uri:{https://doi.org/10.1103/PhysRevLett.60.2488},https://doi.org/10.1103/PhysRevLett.60.2488,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevLett.56.889},https://doi.org/10.1103/PhysRevLett.56.889,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevLett.15.621},https://doi.org/10.1103/PhysRevLett.15.621,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevLett.118.158001},https://doi.org/10.1103/PhysRevLett.118.158001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevLett.111.047802},https://doi.org/10.1103/PhysRevLett.111.047802,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevLett.108.226101},https://doi.org/10.1103/PhysRevLett.108.226101,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevE.95.023104},https://doi.org/10.1103/PhysRevE.95.023104,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevE.84.011607},https://doi.org/10.1103/PhysRevE.84.011607,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevE.82.041603},https://doi.org/10.1103/PhysRevE.82.041603,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,6,uri:{https://doi.org/10.1103/PhysRevE.65.016110},https://doi.org/10.1103/PhysRevE.65.016110,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevE.59.6766},https://doi.org/10.1103/PhysRevE.59.6766,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRevE.102.053105},https://doi.org/10.1103/PhysRevE.102.053105,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1103/PhysRev.154.529},https://doi.org/10.1103/PhysRev.154.529,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1088/0953-8984/22/8/084019},https://doi.org/10.1088/0953-8984/22/8/084019,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1080/00268976.2018.1471223},https://doi.org/10.1080/00268976.2018.1471223,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1063/1.2338303},https://doi.org/10.1063/1.2338303,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1051/rphysap:01988002306097500},https://doi.org/10.1051/rphysap:01988002306097500,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1021/acsomega.7b01650},https://doi.org/10.1021/acsomega.7b01650,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2302.01959,5,uri:{https://doi.org/10.1017/jfm.2018.255},https://doi.org/10.1017/jfm.2018.255,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2302.01959,5,uri:{https://www.science.org/doi/pdf/10.1126/science.270.5239.1177},https://www.science.org/doi/pdf/10.1126/science.270.5239.1177,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.01959,5,uri:{https://doi.org/10.1142/S0218127409024505},https://doi.org/10.1142/S0218127409024505,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.01959,5,uri:{https://doi.org/10.1080/00268976.2018.1471223},https://doi.org/10.1080/00268976.2018.1471223,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.01959,5,uri:{http://dx.doi.org/10.1021/acsomega.7b01650},http://dx.doi.org/10.1021/acsomega.7b01650,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.02510,19,uri:{http://arxiv.org/abs/1505.07518},http://arxiv.org/abs/1505.07518,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.02510,19,,https://arxiv.org/abs/1705.10439,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.02510,19,,https://arxiv.org/abs/1907.09092,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.02510,19,,https://arxiv.org/abs/1908.06563,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.02510,19,,https://arxiv.org/abs/2010.09152,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.02510,19,,https://arxiv.org/abs/2301.03156,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.02510,19,,https://arxiv.org/abs/2301.05736,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.03462,5,,https://github.com/lcalem/DIVA,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
2302.03462,7,,https://openreview.net/forum?id=BJe0Gn0cY7,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
2302.03462,7,,https://doi.org/10.1109/ICRA.2019.8793868,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.03462,7,,http://openaccess.thecvf.com/content_CVPR_2019/html/Zeng_End-To-End_Interpretable_Neural_Motion_Planner_CVPR_2019_paper.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
2302.07036,11,uri:{https://www.ni.com/en-us/shop/software/products/multisim.html},https://www.ni.com/en-us/shop/software/products/multisim.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
2302.07036,11,uri:{https://www.lumerical.com/products/interconnect/},https://www.lumerical.com/products/interconnect/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,
2302.07036,11,uri:{https://keras.io/api/applications/},https://keras.io/api/applications/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,
2302.07036,8,uri:{https://github.com/uky-UCAT/SC_ONN_SIM.git},https://github.com/uky-UCAT/SC_ONN_SIM.git,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",split across lines,,
2302.07036,2,uri:{https://github.com/uky-UCAT/SC_ONN_SIM.git},https://github.com/uky-UCAT/SC_ONN_SIM.git,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",split across lines,,
2302.07036,1,uri:{https://github.com/uky-UCAT/SC_ONN_SIM.git},https://github.com/uky-UCAT/SC_ONN_SIM.git,Abstract,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
2302.07036,11,uri:{https://doi.org/10.1063/5.0070992},https://doi.org/10.1063/5.0070992,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.07036,11,uri:{https://arxiv.org/abs/2207.05278},https://arxiv.org/abs/2207.05278,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.07036,10,uri:{https://arxiv.org/abs/2004.02806},https://arxiv.org/abs/2004.02806,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.07036,11,,https://github.com/activeloopai/Hub,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.10542,1,uri:{mailto:stephan.meighenberger@unimelb.edu.au},mailto:stephan.meighenberger@unimelb.edu.au,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",,,
2302.10542,1,uri:{mailto:ruohan.li@tum.de},mailto:ruohan.li@tum.de,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
2302.10542,1,uri:{mailto:desai.kruteesh@campus.lmu.de},mailto:desai.kruteesh@campus.lmu.de,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
2302.10542,9,uri:{https://link.aps.org/doi/10.1103/PhysRevLett.99.231301},https://link.aps.org/doi/10.1103/PhysRevLett.99.231301,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
2302.10542,9,uri:{https://link.aps.org/doi/10.1103/PhysRevLett.129.111101},https://link.aps.org/doi/10.1103/PhysRevLett.129.111101,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
2302.10542,2,uri:{https://github.com/MeighenBergerS/pone_dm/releases/tag/v1.0.0},https://github.com/MeighenBergerS/pone_dm/releases/tag/v1.0.0,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2302.10542,10,uri:{https://dx.doi.org/10.1088/0954-3899/43/8/084001},https://dx.doi.org/10.1088/0954-3899/43/8/084001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.10542,10,uri:{https://doi.org/10.1146/annurev.nucl.57.090506.123052},https://doi.org/10.1146/annurev.nucl.57.090506.123052,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.10542,10,uri:{https://doi.org/10.1146/annurev.nucl.57.090506.123052},https://doi.org/10.1146/annurev.nucl.57.090506.123052,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.10542,10,uri:{https://doi.org/10.1088%2F1475-7516%2F2016%2F08%2F069},https://doi.org/10.1088%2F1475-7516%2F2016%2F08%2F069,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with escape characters",embedded in references,,
2302.11862,13,uri:{https://doi.org/https://doi.org/10.1016/S0166-218X(96)00137-0},https://doi.org/https://doi.org/10.1016/S0166-218X(96)00137-0,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.11862,13,uri:{https://doi.org/https://doi.org/10.1016/j.disc.2014.09.008},https://doi.org/https://doi.org/10.1016/j.disc.2014.09.008,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2302.11862,13,uri:{https://doi.org/10.48550/ARXIV.2301.09493},https://doi.org/10.48550/ARXIV.2301.09493,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.11862,13,uri:{https://doi.org/10.1016/j.jctb.2020.11.002},https://doi.org/10.1016/j.jctb.2020.11.002,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.13253,3,uri:{https://www.kaggle.com/datasets/stackoverflow/stacksample},https://www.kaggle.com/datasets/stackoverflow/stacksample,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2302.13253,3,uri:{https://stackoverflow.com},https://stackoverflow.com,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2302.13253,14,uri:{https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.5119},https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.5119,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2302.13253,4,uri:{https://huggingface.co/mrm8488/codebert-base-finetuned-stackoverflow-ner},https://huggingface.co/mrm8488/codebert-base-finetuned-stackoverflow-ner,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2302.13253,14,uri:{https://arxiv.org/abs/2210.12084},https://arxiv.org/abs/2210.12084,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2302.13253,12,uri:{https://aclanthology.org/2022.gem-1.24},https://aclanthology.org/2022.gem-1.24,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.02021,1,uri:{https://orcid.org/0000-0003-0263-4157},https://orcid.org/0000-0003-0263-4157,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,Hidden in annotation layers,
2401.02021,1,uri:{https://orcid.org/0000-0001-9737-8074},https://orcid.org/0000-0001-9737-8074,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,Hidden in annotation layers,
2401.02021,11,uri:{https://jarvis.nist.gov/jarvish/},https://jarvis.nist.gov/jarvish/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",split across lines,,
2401.02021,11,uri:{https://github.com/usnistgov/jarvis},https://github.com/usnistgov/jarvis,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
2401.02021,11,uri:{https://github.com/usnistgov/intermat},https://github.com/usnistgov/intermat,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
2401.02021,11,uri:{https://github.com/usnistgov/alignn},https://github.com/usnistgov/alignn,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
2401.02021,10,,https://github.com/usnistgov/jarvis,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
