,,,,,,"annotation layer, embedded in images",
1510.04483,18,http://arxiv.org/abs/1507.01769,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://cds.cern.ch/record/1951028,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://cds.cern.ch/record/1951028,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,18,http://arxiv.org/abs/1407.0891,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1007/JHEP01(2015)020,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in references, split across lines",Hidden in annotation layers,
1510.04483,18,http://arxiv.org/abs/1510.03072,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://arxiv.org/abs/1006.0910,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1007/JHEP08(2010)048,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://arxiv.org/abs/1312.6659,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1007/JHEP06(2014)158,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://arxiv.org/abs/1412.1828,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1007/JHEP04(2015)114,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://arxiv.org/abs/hep-ph/9912320,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1016/S0370-2693(00)00120-9,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://cds.cern.ch/record/2046216,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://cds.cern.ch/record/2046216,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,18,http://arxiv.org/abs/1306.4945,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1007/JHEP09(2013)076,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://cds.cern.ch/record/1571040,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://cds.cern.ch/record/1571040,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,18,http://cds.cern.ch/record/1647419,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,http://cds.cern.ch/record/1647419,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,18,http://arxiv.org/abs/1508.05332,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,https://cds.cern.ch/record/1605627,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,18,https://cds.cern.ch/record/1605627,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.04483,18,http://arxiv.org/abs/1311.2028,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://arxiv.org/abs/1303.3758,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,18,http://dx.doi.org/10.1140/epjc/s10052-013-2530-7,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.03867,1,mailto:rcooke@ucolick.org,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1510.03867,3,http://physics.nist.gov/PhysRefData/ASD/ionEnergy.html,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,,
1510.03867,4,http://www-cfadc.phy.ornl.gov/astro/ps/data/,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1510.03867,4,http://amdpp.phys.strath.ac.uk/tamoc/DATA/,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in footnotes,,
1510.03867,10,http://arxiv.org/abs/1503.08146,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.03867,10,http://arxiv.org/abs/1505.01076,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.03867,10,http://arxiv.org/abs/1505.04997,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.03867,10,http://arxiv.org/abs/1502.01589,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.03867,10,http://arxiv.org/abs/1509.07809,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.03815,1,http://arxiv.org/abs/1510.03815v6,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1510.03815,149,http://hdl.handle.net/10044/1/14365,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.03815,148,math.ethz.ch/~salamon/publications.html,References,"URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs without scheme",embedded in references,,
1510.03815,148,www-math.mit.edu/~rbm/Lecture_notes.html,References,"URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs without scheme",embedded in references,,
1510.03815,147,perso.univ-rennes1.fr/michel.coste/Lojasiewicz.pdf,References,"URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs without scheme",embedded in references,,
1510.03815,146,msp.warwick.ac.uk/gtm/2008/15/,References,"URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes, URLs without scheme",embedded in references,,
1510.02542,3,http://cdsarc.u-strasbg.fr/viz-bin/vizExec/.getpuz?7239&N%202363,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with escape characters","embedded in footnotes, split across lines",,
1510.02080,1,http://arxiv.org/abs/1510.02080v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1510.02080,1,mailto:Igor.Altsybeev@cern.ch,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1510.02080,4,http://arxiv.org/abs/0905.0237,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.02080,4,http://arxiv.org/abs/1203.3100,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.02080,4,http://arxiv.org/abs/1210.7588,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.02080,4,http://arxiv.org/abs/1310.1627,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.02080,4,http://dx.doi.org/10.1016/j.physrep.2015.09.003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1510.02080,4,http://arxiv.org/abs/1501.01524,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.02080,4,http://arxiv.org/abs/1412.6259,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.02080,4,http://arxiv.org/abs/1505.01681,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.02080,4,http://arxiv.org/abs/1101.2599,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.00741,1,mailto:jhk@cis.rit.edu,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1510.00741,3,http://www.ifa.hawaii.edu/∼reipurth/newsletter/newsletter245.pdf.,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,,
1407.8067,1,mailto:feiy@stat.cmu.edu,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1407.8067,1,mailto:fienberg@stat.cmu.edu,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1407.8067,1,mailto:michal.rybar@ist.ac.at,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1407.8067,1,mailto:caroline.uhler@ist.ac.at,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1407.8067,9,http://hapmap.ncbi.nlm.nih.gov/,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1407.7367,1,http://arxiv.org/abs/1407.7367v4,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1407.7367,1,mailto:hghafarnejad@yahoo.com,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1407.7367,1,mailto:hghafarnejad@profs.semnan.ac.ir,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1407.7367,4,http://arxiv.org/abs/gr-qc/0405041,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1407.7367,4,http://arxiv.org/abs/gr-qc/9811036,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1407.7367,4,http://www.livingreviews.org/lrr-2006-3,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1407.1645,1,mailto:ludwig@theo-physik.uni-kiel.de,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1407.1645,16,http://apps.jcns.fz-juelich.de/libcerf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1407.1645,16,http://www.fftw.org,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,,
1407.1645,16,http://www.gnu.org/software/gsl/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,
1407.1524,6,http://dreal.cs.cmu.edu/dreach.html,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
1407.1524,6,http://www.cs.cmu.edu/~liubing/cmsb14/,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",,,
1407.1513,1,http://arxiv.org/abs/1407.1513v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1407.1513,1,mailto:cdlh@univ-nantes.fr,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1407.1513,1,mailto:james.scicluna@univ-nantes.fr,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1407.1513,11,http://arxiv.org/abs/1405.2852,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.7656,1,http://arxiv.org/abs/1301.7656v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1301.7656,13,http://www.aip.org/history/ohilist/5000.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.7656,13,http://www.aip.org/history/ohilist/5022.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.5932,1,http://arxiv.org/abs/1301.5932v2,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1301.5932,11,http://feynrules.irmp.ucl.ac.be/wiki/ASperGe,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.5201,4,www.youtube.com,Related Works & Background,URLs without scheme,embedded in footnotes,,
1301.5201,4,www.imdb.com,Related Works & Background,URLs without scheme,embedded in footnotes,,
1301.5201,7,www.saloon24.pl,Methodology,URLs without scheme,,,
1301.5201,8,www.cﬁnder.org,Methodology,URLs without scheme,embedded in footnotes,,
1301.5201,8,www.luminis-research.com,Methodology,URLs without scheme,embedded in footnotes,,
1301.5077,1,http://dx.doi.org/10.4204/EPTCS.106.4,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,Hidden in annotation layers,
1301.5077,13,http://snapframework.com,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,,
1301.5077,13,http://dx.doi.org/10.1145/1596638.1596650,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5077,13,http://www.cs.uu.nl/wiki/UHC,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.5077,13,http://www.khanacademy.org/#computer-science,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.5077,13,http://learnyouahaskell.com,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,,
1301.5077,13,http://gloss.ouroborus.net/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes",embedded in references,,
1301.5077,13,http://dx.doi.org/10.1109/C5.2004.1314376,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5077,13,http://www.bootstrapworld.org/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in references,,
1301.5077,13,http://cdsmith.wordpress.com/category/haskell-for-kids/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes","embedded in references, split across lines",,
1301.5074,1,http://dx.doi.org/10.4204/EPTCS.106.1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,Hidden in annotation layers,
1301.5074,17,http://dx.doi.org/10.1145/1411260.1411264,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,17,http://dx.doi.org/10.1145/1217975.1217999,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,17,http://dx.doi.org/10.1145/944746.944713,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,17,http://dx.doi.org/10.1145/609769.609771,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,17,http://dx.doi.org/10.1017/S095679680700634X,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,17,http://dx.doi.org/10.1145/1327452.1327492,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,17,http://dx.doi.org/10.1145/1773912.1773922,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,17,http://dx.doi.org/10.1145/367177.367199,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,17,http://www.cs.ou.edu/~rlpage/hcw/StudEvalHCW.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1301.5074,17,http://racket-lang.org/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in references,,
1301.5074,17,http://dx.doi.org/10.1017/S0956796801004208,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,18,http://dx.doi.org/10.1145/351240.351266,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,18,http://proofpad.org/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1301.5074,18,http://dx.doi.org/10.1007/978-3-540-39724-3_29,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,18,http://dx.doi.org/10.1007/BFb0030541,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,18,http://dx.doi.org/10.1093/comjnl/bxh141,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,18,http://dx.doi.org/10.1007/978-3-642-03359-9_6,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,18,http://dx.doi.org/10.1007/978-3-642-34407-7_9,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,18,http://hadoop.apache.org,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",embedded in references,,
1301.5074,18,http://www.collegeboard.com/prod_downloads/computerscience/ComputationalThinkingCS_Principles.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.5074,18,http://www.csprinciples.org/home/pilot-sites,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.5074,18,http://dx.doi.org/10.1111/j.1467-8535.2011.01241.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,18,http://www.cs.cmu.edu/~CompThink/resources/education.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1301.5074,18,http://www.sciencedirect.com/science/journal/15710661,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.5074,18,http://dx.doi.org/10.1016/j.entcs.2006.09.018,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5074,18,http://www.cs.cmu.edu/afs/cs/user/me/www/courses/212/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain, URLs with trailing slashes",embedded in references,,
1301.5074,18,http://www.cs.cmu.edu/~fp/courses/15122/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain, URLs with trailing slashes",embedded in references,,
1301.5074,18,http://www.cs.uiowa.edu/~tinelli/classes/181/Spring08/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain, URLs with trailing slashes",embedded in references,,
1301.5074,18,http://dx.doi.org/10.1007/978-3-540-69061-0,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1301.5021,1,http://arxiv.org/abs/1301.5021v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1301.5021,1,mailto:eric.broens@skynet.be,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1301.5021,2,http://www.aavso.org,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
1301.3699,15,http://www.matematikvakfi.org.tr/tr/arf-lectures,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1301.3699,36,http://www.sunsite.ubc.ca/DigitalMathArchive/Langlands/miscellaneous.html#arf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in references, split across lines",,
1301.3699,36,http://www.rzuser.uni-heidelberg.de/∼ci3/arf3-withpicture.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1301.3699,36,http://mathoverflow.net/questions/21720/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,
1301.3699,37,http://www3.iam.metu.edu.tr/matematikvakfi/cahitarf-onder.pdf\,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
1301.3699,37,http://www.rzuser.uni-heidelberg.de/∼ci3/lfunktio.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1301.3699,37,http://www.rzuser.uni-heidelberg.de/~ci3/chair.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
1301.3699,38,http://www.bilkent.edu.tr/~sertoz,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1301.3699,38,mailto:sertoz@bilkent.edu.tr,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,Hidden in annotation layers,
1301.3147,1,mailto:bono@roma2.infn.it,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1301.3147,4,http://albione.oa-teramo.inaf.it/,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes, URLs with subdomain",embedded in footnotes,,
1301.3030,1,mailto:vonrohr@physik.uzh.ch,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1301.3030,7,http://www.sciencedirect.com/science/article/pii/S0925838803008612,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
